Budget,Revenue,Title,Average Vote,release_date,Release Year,Starring Actors Popularity
40000000,141591324,Gothika,5.8,2003/11/21,2003,1311.004052
45000000,175372502,The Bucket List,7,2007/12/25,2007,3316.278037
45000000,4607608,Love in the Time of Cholera,6.4,2007/10/4,2007,525.8264151
45000000,148412065,Resident Evil: Extinction,6.1,2007/9/20,2007,496.0786683
55000000,192330738,The Equalizer,7.1,2014/9/24,2014,3741.872968
55000000,259207227,Paddington,7,2014/11/27,2014,2000.58914
24000000,133000000,Star Trek IV: The Voyage Home,6.9,1986/11/25,1986,885.1467976
50200000,127869379,The Adjustment Bureau,6.5,2011/3/3,2011,5019.043195
42000000,24127895,Lord of War,7,2005/9/16,2005,3071.534976
58000000,783112979,Deadpool,7.4,2016/2/9,2016,2231.887837
50000000,120081841,We Bought a Zoo,6.5,2011/12/22,2011,5019.043195
50000000,142851197,"Crazy, Stupid, Love.",7,2011/7/29,2011,2129.91962
50000000,260095987,Super 8,6.6,2011/6/8,2011,19.50011727
50000000,28931401,Drive Angry,5.3,2011/2/24,2011,3814.398071
50000000,144492830,I Am Number Four,5.9,2011/2/18,2011,788.8340283
50000000,110206216,Moneyball,7,2011/9/22,2011,6550.350011
50000000,38502340,Dream House,5.8,2011/9/30,2011,2124.802038
35000000,40263020,Blast from the Past,6.3,1999/2/12,1999,329.7837337
49900000,26121638,Your Highness,5.2,2011/4/8,2011,3985.704796
32000000,152036382,Phenomenon,6.2,1996/7/5,1996,1014.317692
36000000,3003296,Isn't She Great,4.6,2000/1/28,2000,322.4531046
37000000,165335153,The Princess Diaries,6.5,2001/8/3,2001,517.7135687
30000000,51132598,The Naked Gun 33�? The Final Insult,6.3,1994/3/18,1994,217.9619128
30000000,160638883,Legends of the Fall,7.2,1994/12/16,1994,1107.269658
30000000,350448145,Speed,6.8,1994/6/9,1994,83.36415706
38000000,119723358,Spy Kids 2: The Island of Lost Dreams,5.3,2002/8/7,2002,1134.109643
38000000,51801187,Enough,6.2,2002/5/24,2002,864.7895214
21000000,177200000,Tootsie,6.9,1982/12/16,1982,1001.125182
25000000,412800000,Rain Man,7.6,1988/12/11,1988,984.9944609
40000000,46546197,Torque,4.7,2004/1/16,2004,827.9070175
40000000,92913171,Secret Window,6.4,2004/3/12,2004,1964.314661
40000000,95149435,The Princess Diaries 2: Royal Engagement,6,2004/8/6,2004,654.3223482
40000000,26155781,The Whole Ten Yards,5.5,2004/4/7,2004,5184.698853
40000000,124731534,Ray,7.2,2004/10/29,2004,228.7944719
45000000,42487390,Bangkok Dangerous,5,2008/8/21,2008,3499.344412
45000000,101702060,Journey to the Center of the Earth,5.8,2008/7/10,2008,941.2390791
45000000,9323833,Miracle at St. Anna,6.3,2008/9/15,2008,32.03722508
45000000,73762516,Death Race,6,2008/8/22,2008,596.6033184
28000000,504050219,Aladdin,7.4,1992/11/25,1992,1502.354827
55000000,203427584,Everest,6.7,2015/9/10,2015,2013.894781
27000000,96900000,Star Trek VI: The Undiscovered Country,6.7,1991/12/5,1991,1239.995977
34200000,234801895,Big Daddy,6.1,1999/6/25,1999,391.6691322
8250000,30000000,Quo Vadis,7,1951/11/8,1951,0
20000000,2297493,Under the Rainbow,4.9,1981/7/31,1981,3902.128517
50000000,41037742,Dredd,6.6,2012/9/7,2012,514.7926574
50000000,549368315,Ted,6.3,2012/6/29,2012,2507.297412
50000000,234989584,American Reunion,6.1,2012/4/4,2012,1001.970361
30250000,115101622,Get Shorty,6.4,1995/10/20,1995,1418.930632
47000000,10539000,Jonah Hex,4.4,2010/6/18,2010,1973.946332
32000000,3566637,Cats Don't Dance,7.1,1997/3/26,1997,0
26000000,61489265,Flatliners,6.3,1990/8/9,1990,186.807031
35866397,20217080,Winged Migration,7,2001/12/12,2001,0
30000000,373554033,Toy Story,7.7,1995/10/30,1995,2377.875526
30000000,254134910,Babe,6,1995/7/18,1995,0
30000000,24048000,Virtuosity,5.4,1995/8/4,1995,965.5063687
30000000,212385533,Ace Ventura: When Nature Calls,6.1,1995/11/10,1995,1365.63237
38000000,197011982,Spy Kids 3-D: Game Over,4.7,2003/7/25,2003,1348.437143
39000000,6614280,Against the Ropes,4.5,2004/2/20,2004,1326.775478
40000000,117195061,Corpse Bride,7.2,2005/9/9,2005,2223.95669
40000000,46442528,Get Rich or Die Tryin',6.3,2005/11/9,2005,90.96849601
40000000,68766121,House of Wax,5.5,2005/4/30,2005,43.76665055
40000000,158733820,Sin City,7.2,2005/4/1,2005,129.5539211
40000000,31670620,Rent,6.7,2005/11/23,2005,139.263467
45000000,57881056,Aliens in the Attic,5.3,2009/7/31,2009,0
28000000,669276,The Thief and the Cobbler,6.8,1993/9/23,1993,3329.157516
28000000,39514713,Hocus Pocus,6.4,1993/7/16,1993,64.58812247
19000000,44017374,The Shining,8.1,1980/5/22,1980,339.4359458
20000000,79114085,Conan the Barbarian,6.6,1982/4/2,1982,1453.775424
50000000,173649015,Anchorman 2: The Legend Continues,6,2013/12/18,2013,2343.809903
50000000,122915111,Escape Plan,6.7,2013/10/9,2013,4333.639658
50000000,224803475,Hansel & Gretel: Witch Hunters,5.7,2013/1/17,2013,1337.941685
53000000,98837872,Black Mass,6.3,2015/9/4,2015,8358.143983
33000000,310940086,Austin Powers: The Spy Who Shagged Me,6.2,1999/6/8,1999,336.4891858
35000000,147934180,Spy Kids,5.5,2001/3/18,2001,864.505428
35000000,29400000,The Pledge,6.5,2001/1/9,2001,2081.895087
35000000,74558115,From Hell,6.6,2001/10/19,2001,652.5421291
35000000,94728529,The Wedding Planner,5.5,2001/1/26,2001,893.5518021
35000000,13678913,American Outlaws,5.7,2001/8/17,2001,86.33859142
47000000,157887643,Final Destination 5,5.9,2011/8/12,2011,0
36000000,102244770,John Q,7,2002/2/15,2002,2253.116885
23000000,51881013,Jaws: The Revenge,3.5,1987/7/17,1987,487.9276502
23000000,43984230,The Last Emperor,7.4,1987/10/21,1987,177.8634737
39000000,38869464,Serenity,7.4,2005/8/25,2005,499.727657
25000000,46836394,GoodFellas,8.2,1990/9/12,1990,337.8186457
17000000,8720000,Damnation Alley,5,1977/9/10,1977,0
40000000,23937870,Stormbreaker,5.1,2006/7/21,2006,4798.87819
40000000,138259062,Big Momma's House 2,5.4,2006/1/26,2006,1052.916328
40000000,109676311,The Prestige,8,2006/10/19,2006,1223.144674
40000000,120175290,Apocalypto,7.3,2006/12/7,2006,0
40000000,60474340,Marie Antoinette,6.5,2006/5/24,2006,3158.839774
40000000,114830111,The Lake House,6.5,2006/6/16,2006,3768.259685
40000000,86915017,The Illusionist,7.1,2006/8/18,2006,909.4388453
40000000,120455994,Eight Below,6.7,2006/2/17,2006,835.7614011
45000000,60222298,The Ghost Writer,6.7,2010/2/12,2010,4998.429776
22700000,38119483,Spaceballs,6.7,1987/6/24,1987,161.8443151
50000000,97437106,The Book of Life,7.3,2014/10/1,2014,4062.486933
50000000,160602194,Into the Storm,5.8,2014/8/6,2014,2193.503228
50000000,80383290,Muppets Most Wanted,6.2,2014/3/20,2014,629.6419161
50000000,222809600,Non-Stop,6.8,2014/1/26,2014,3681.691138
50000000,188441614,22 Jump Street,7,2014/6/5,2014,1502.345304
50000000,83719388,The Judge,7.2,2014/10/8,2014,6162.973761
50000000,212902372,Into the Woods,5.6,2014/12/25,2014,2795.048175
34000000,19693891,Summer Catch,4.8,2001/8/22,2001,267.9568309
33000000,104155843,The Cell,6,2000/8/17,2000,526.2366799
35000000,45479110,Queen of the Damned,5.4,2002/2/10,2002,144.4510975
35000000,29882645,The Four Feathers,6.5,2002/9/8,2002,682.5826685
35000000,75395048,The Count of Monte Cristo,7.3,2002/1/23,2002,313.0733452
35000000,16838910,Femme Fatale,6.2,2002/11/6,2002,1134.109643
35000000,120072577,The Pianist,8,2002/9/24,2002,158.3002836
35000000,68349884,Ghost Ship,5.3,2002/10/25,2002,457.787841
36000000,44350926,A Man Apart,5.8,2003/4/4,2003,1666.979576
41677699,187479518,Ponyo,7.5,2008/7/19,2008,0
37000000,96455697,13 Going on 30,6.3,2004/4/13,2004,41.69695822
37000000,113086475,White Chicks,6.3,2004/6/23,2004,213.0206674
30000000,51376861,Mortal Kombat: Annihilation,3.8,1997/11/21,1997,357.4785756
44000000,48190704,Charlie St. Cloud,6.8,2010/5/1,2010,739.4605148
25000000,78000000,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,1991/3/22,1991,154.9210341
40000000,145896422,Music and Lyrics,6.2,2007/2/9,2007,2596.52042
40000000,41797066,Aliens vs Predator: Requiem,4.9,2007/12/25,2007,0
40000000,62771059,The Reaping,5.4,2007/4/5,2007,578.443341
18000000,23000000,Raging Bull,7.7,1980/11/14,1980,248.8522827
18000000,538400000,The Empire Strikes Back,8.2,1980/5/17,1980,2399.596647
45000000,160078586,Johnny English Reborn,6,2011/9/15,2011,538.8669732
45000000,165184237,The Muppets,6.5,2011/11/22,2011,1371.255215
28000000,31596911,Rob Roy,6.5,1995/4/13,1995,730.6710169
27000000,101646581,Timecop,5.5,1994/9/15,1994,85.50736687
50100000,153962963,Focus,6.7,2015/2/25,2015,7338.328334
50000000,71561644,Run All Night,6.3,2015/3/11,2015,4231.626444
50000000,3324330,Child 44,6.1,2015/3/15,2015,4284.068377
50000000,242786137,Daddy's Home,5.8,2015/12/25,2015,4622.992096
35000000,11560806,The Order,4.8,2003/9/5,2003,714.0579083
35000000,131282949,School of Rock,6.7,2003/10/3,2003,1263.679336
32000000,48814909,Men of Honor,7,2000/9/13,2000,1648.536761
26000000,206678440,Philadelphia,7.6,1993/12/22,1993,694.0260561
30000000,19204929,The Replacement Killers,6,1998/2/6,1998,466.5266335
30000000,82150642,Elizabeth,7.1,1998/9/13,1998,0
30000000,100491683,The Rugrats Movie,5.7,1998/11/20,1998,1221.039178
30000000,29202884,Bulworth,6.3,1998/5/15,1998,346.9836965
30000000,9898412,Very Bad Things,6.2,1998/9/11,1998,1185.042164
38000000,29907685,Pulse,5,2006/8/11,2006,0
48000000,325771424,Taken 3,6.1,2014/12/16,2014,3681.691138
25000000,411006740,The Bodyguard,6.1,1992/11/25,1992,2330.623628
40000000,9793496,The Express,7.1,2008/10/10,2008,1423.315707
40000000,7400000,The Children of Huang Shi,6.5,2008/7/3,2008,344.5561745
40000000,84601681,Made of Honor,6,2008/5/2,2008,696.070583
40000000,151161491,Vantage Point,6.2,2008/2/1,2008,1423.315707
18000000,12000000,Blow Out,7.3,1981/7/24,1981,541.2605685
18000000,2945600,The Legend of the Lone Ranger,3.7,1981/8/20,1981,0
18000000,14110013,Dragonslayer,6.5,1981/6/26,1981,0
18000000,389925971,Raiders of the Lost Ark,7.7,1981/6/12,1981,3923.652266
45000000,376141306,Taken 2,6.1,2012/9/27,2012,2964.85182
45000000,82966152,Savages,6.2,2012/7/6,2012,257.2635209
45000000,30353232,Alex Cross,5.1,2012/10/18,2012,207.3889289
28000000,16900000,Michael Collins,6.7,1996/10/25,1996,673.4059187
49000000,104399548,Chappie,6.6,2015/3/4,2015,1356.483868
41000000,91636986,"I Love You, Man",6.5,2009/3/20,2009,466.4097603
46000000,122126687,Prisoners,7.9,2013/9/18,2013,3184.629258
24000000,41895491,The Fisher King,7.2,1991/9/9,1991,794.7744001
3950000,8000000,Hell's Angels,6.1,1930/11/15,1930,0
42000000,11087569,The Warrior's Way,6.3,2010/12/2,2010,1580.834135
44500000,232324128,Argo,7.1,2012/10/11,2012,2721.536981
20000000,18432000,Ladyhawke,6.8,1985/3/27,1985,208.6764776
50000000,25035950,Free State of Jones,6.6,2016/6/24,2016,2447.572762
50000000,69411370,13 Hours: The Secret Soldiers of Benghazi,7,2016/1/13,2016,237.2912759
50000000,55969000,Zoolander 2,4.7,2016/2/6,2016,6732.201342
50000000,216972543,Central Intelligence,6.2,2016/6/15,2016,4339.330471
33000000,102984862,Resident Evil,6.4,2002/3/15,2002,325.9772522
35000000,22034832,Little Black Book,5.2,2004/8/6,2004,622.9907429
35000000,36098382,Jersey Girl,5.8,2004/3/25,2004,2643.255232
32000000,40222729,Hardball,6.3,2001/9/14,2001,1777.692244
26000000,36800000,Highlander: The Final Dimension,4.5,1994/11/29,1994,108.2987988
31000000,68106245,Frequency,7,2000/4/28,2000,457.7803888
11000000,111858363,Doctor Zhivago,7.4,1965/12/22,1965,0
38000000,5410749,Virgin Territory,4.3,2007/12/17,2007,2078.086041
10000000,50100000,The Longest Day,7.2,1962/9/25,1962,0
25000000,441286195,Mrs. Doubtfire,7,1993/11/24,1993,2505.02476
25000000,56505065,Tombstone,7.4,1993/12/25,1993,838.4646921
40000000,46471023,Fantastic Mr. Fox,7.5,2009/10/23,2009,3316.277271
40000000,28169671,Cirque du Freak: The Vampire's Assistant,5.5,2009/10/23,2009,558.0537271
40000000,129540499,Julie & Julia,6.6,2009/8/6,2009,2278.959221
40000000,317375031,The Proposal,6.7,2009/6/1,2009,2014.700413
40000000,177259441,He's Just Not That Into You,6.2,2009/2/6,2009,2819.855832
40000000,28972508,Shorts,5.1,2009/8/21,2009,132.2368565
40000000,186167139,The Final Destination,5.4,2009/8/26,2009,0
40000000,12206028,Whiteout,5.3,2009/9/9,2009,1444.484821
40000000,60462347,Ninja Assassin,6.2,2009/9/29,2009,206.1957466
18000000,70687344,Firefox,5.5,1982/6/13,1982,352.1349001
28000000,5684789,Kundun,6.8,1997/12/25,1997,0
28000000,8345056,A Simple Wish,5.5,1997/7/11,1997,95.20784947
27000000,231976425,The English Patient,7,1996/11/14,1996,702.6758343
27000000,25023434,Kingpin,6.7,1996/7/4,1996,66.53188287
42000000,89162162,Red Riding Hood,5.6,2011/3/11,2011,2220.962178
35000000,19294901,Cursed,5.1,2005/2/25,2005,532.6167423
35000000,19478106,Valiant,5.2,2005/3/25,2005,3059.408255
35000000,68915888,Guess Who,5.5,2005/3/25,2005,394.5891966
35000000,86369815,Sky High,5.8,2005/7/29,2005,791.0767313
35000000,25224242,North Country,6.8,2005/2/12,2005,964.190716
32000000,55157539,The Mothman Prophecies,6.1,2002/1/25,2002,1790.119519
31000000,24185781,Hearts in Atlantis,6.4,2001/9/7,2001,2007.801044
23000000,7434726,Harley Davidson and the Marlboro Man,6.1,1991/8/23,1991,15.15631158
23000000,86930411,The Naked Gun 2½: The Smell of Fear,6.6,1991/6/28,1991,44.45892445
30000000,173959438,Big Momma's House,5.6,2000/5/31,2000,440.321877
30000000,47126295,High Fidelity,7,2000/3/17,2000,698.4352002
30000000,136706683,Remember the Titans,7.4,2000/9/29,2000,1958.337866
30000000,45554533,The Tigger Movie,6.3,2000/2/11,2000,0
30000000,37036004,Keeping the Faith,5.9,2000/4/14,2000,771.3234122
44000000,63327201,The Host,6,2013/3/22,2013,694.8708061
39000000,101229792,The Time Traveler's Wife,6.7,2009/8/14,2009,1155.002781
29000000,50041732,Stigmata,6,1999/9/10,1999,824.0427733
25000000,28341469,The Shawshank Redemption,8.5,1994/9/23,1994,1411.726408
25000000,22200000,Don Juan DeMarco,6.2,1994/10/1,1994,1378.308384
25000000,48063435,The Shadow,5.4,1994/7/1,1994,580.7035049
17000000,2000000,Roar,5.6,1981/11/12,1981,0
40000000,126248813,Predators,6,2010/7/3,2010,2381.011848
40000000,136000000,The Bounty Hunter,5.5,2010/3/16,2010,1912.759354
40000000,58785180,Morning Glory,6.1,2010/1/12,2010,7247.293499
40000000,90029656,Get Him to the Greek,5.9,2010/6/4,2010,331.3768758
40000000,224920315,The Social Network,7.1,2010/9/30,2010,193.6584807
41000000,7448385,The Big Year,5.6,2011/10/13,2011,2840.478968
6000000,20400000,Duel in the Sun,6.2,1946/12/31,1946,132.798897
19000000,381109762,Back to the Future,8,1985/7/3,1985,99.75158861
22000000,505000000,Ghost,6.9,1990/7/12,1990,339.0426267
22000000,424208848,Dances with Wolves,7.6,1990/11/9,1990,174.020706
27000000,60527873,Kiss the Girls,6.2,1997/10/3,1997,2434.850969
42000000,201585328,21 Jump Street,6.7,2012/3/12,2012,676.3051703
42000000,180274123,The Impossible,7,2012/9/9,2012,4881.089093
42000000,46221189,Man on a Ledge,6.2,2012/1/13,2012,4036.761349
20000000,299965036,Beverly Hills Cop II,6.1,1987/5/18,1987,1211.515736
33000000,54700105,The Punisher,6.1,2004/4/15,2004,2400.693104
35000000,42064105,A Good Year,6.5,2006/9/9,2006,1736.523418
35000000,10496317,Bandidas,5.8,2006/1/18,2006,670.3744345
35000000,15304890,The Fountain,6.8,2006/9/6,2006,1223.144674
35000000,326551094,The Devil Wears Prada,7,2006/6/30,2006,930.737026
35000000,12506188,Zoom,4.9,2006/8/11,2006,1963.928708
32000000,52277485,Radio,6.8,2003/10/24,2003,1431.539352
32000000,173398518,Elf,6.4,2003/10/9,2003,819.2626086
43000000,158674180,The Heat,6.5,2013/6/27,2013,2649.463641
26000000,116400000,The First Wives Club,6.5,1996/9/20,1996,557.9031866
31000000,177394432,Hero,7.2,2002/12/19,2002,360.1157639
37000000,392616625,Twilight,5.8,2008/11/20,2008,314.8776678
37000000,63800345,Space Chimps,5.2,2008/7/17,2008,663.7738446
37000000,100076342,Nim's Island,5.6,2008/4/3,2008,1442.938538
37000000,163720069,Burn After Reading,6.5,2008/9/5,2008,5556.699604
12000000,89800000,Patton,7.3,1970/1/25,1970,42.02670119
30000000,287553595,American Pie 2,6,2001/8/10,2001,418.2703142
30000000,23619609,The Glass House,5.4,2001/9/14,2001,573.0468603
30000000,18195610,Antitrust,5.8,2001/1/12,2001,391.3263224
38000000,205298907,The Ugly Truth,6.4,2009/7/24,2009,1363.574521
44000000,12342632,The Interview,6.1,2014/12/25,2014,3796.144977
25000000,4064495,Tank Girl,5.5,1995/3/31,1995,0
26500000,159375308,Princess Mononoke,8.2,1997/7/12,1997,0
40000000,97138686,Scream 4,6.1,2011/4/11,2011,928.0632033
40000000,173930596,In Time,6.7,2011/10/27,2011,935.2047459
40000000,97552050,Paul,6.5,2011/2/14,2011,985.8438707
40000000,55247881,Extremely Loud & Incredibly Close,6.9,2011/12/24,2011,9205.501102
40000000,85412898,The Lincoln Lawyer,7,2011/3/17,2011,1571.035124
40000000,60965854,Colombiana,6.5,2011/7/27,2011,3679.186119
40000000,51070807,The Mechanic,6.3,2011/1/13,2011,1099.591796
18000000,87000000,Star Trek III: The Search for Spock,6.4,1984/5/31,1984,693.8330158
18000000,51973029,Amadeus,7.8,1984/10/26,1984,0
18000000,100000000,Conan the Destroyer,5.8,1984/6/29,1984,213.7115073
28000000,8888143,"Mystery, Alaska",6,1999/10/1,1999,75.0967357
36500000,21834845,The Inhabited Island,5.3,2008/12/18,2008,0
15000000,50000000,The Deer Hunter,7.8,1978/12/8,1978,101.0739375
25530000,20080020,Flipper,5.3,1996/5/17,1996,656.4281077
27000000,27200316,Dark City,7.2,1998/2/27,1998,199.0527729
27000000,76000000,The Newton Boys,5.9,1998/3/26,1998,606.3852327
20000000,13854000,My Stepmother is an Alien,5.3,1988/12/9,1988,591.2836472
35000000,63215872,Lions for Lambs,6,2007/10/22,2007,7889.21116
35000000,18317151,Walk Hard: The Dewey Cox Story,6.6,2007/12/21,2007,387.5026516
35000000,69307224,License to Wed,5.2,2007/7/4,2007,4691.174525
32000000,50907422,Team America: World Police,6.6,2004/10/10,2004,0
30000000,105834556,About Schmidt,6.7,2002/12/13,2002,2073.829873
30000000,33013805,Confessions of a Dangerous Mind,6.6,2002/12/30,2002,4163.114089
30000000,27674124,The Quiet American,6.4,2002/11/22,2002,924.208671
30000000,180622424,Sweet Home Alabama,6,2002/9/26,2002,344.4219281
38000000,252276927,True Grit,7.2,2010/12/22,2010,4572.233026
44000000,155760117,The Hateful Eight,7.6,2015/12/25,2015,4251.915274
25000000,10070000,Mrs. Winterbourne,5.3,1996/4/19,1996,83.63378356
25000000,51702483,Maximum Risk,5.2,1996/9/13,1996,462.7537924
25000000,17193231,Fled,5.2,1996/7/19,1996,111.6114957
9400000,60000000,"It's a Mad, Mad, Mad, Mad World",7,1963/11/7,1963,127.2515238
40000000,22044277,A Thousand Words,6,2012/3/7,2012,6995.784665
40000000,41863726,The Guilt Trip,5.4,2012/12/19,2012,1391.576182
40000000,132820716,Zero Dark Thirty,6.7,2012/12/19,2012,199.5160435
40000000,36893721,One for the Money,5.3,2012/1/26,2012,983.926838
40000000,79700000,What to Expect When You're Expecting,5.8,2012/5/17,2012,7456.397514
40000000,24719215,Big Miracle,6.6,2012/2/2,2012,2823.455532
13000000,47542841,The Godfather: Part II,8.3,1974/12/20,1974,889.6724359
28000000,33000337,Dracula 2000,4.6,2000/12/22,2000,577.2157119
28000000,90449929,Bring It On,5.8,2000/8/25,2000,561.3861944
18500000,183316455,Aliens,7.7,1986/7/18,1986,277.4726085
17900000,6948633,Red Sonja,5,1985/4/9,1985,672.8973991
24000000,182016617,The Bridges of Madison County,7.3,1995/5/28,1995,696.5430537
27000000,56870414,Lake Placid,5.5,1999/7/15,1999,2009.9023
42000000,107670357,Horrible Bosses 2,6.1,2014/11/26,2014,1397.675732
34000000,95608995,TMNT,6,2007/3/23,2007,1041.348033
33000000,62022014,Snakes on a Plane,5.1,2006/8/6,2006,3745.331713
14000000,185438673,The Spy Who Loved Me,6.6,1977/7/7,1977,873.372044
14000000,30749142,Exorcist II: The Heretic,4.5,1977/6/17,1977,1490.615693
35000000,25871834,Superhero Movie,4.9,2008/3/27,2008,202.212073
35000000,170000000,What Happens in Vegas,5.8,2008/5/7,2008,6220.808033
35000000,75225693,Revolutionary Road,6.7,2008/12/19,2008,4548.639108
35000000,72436439,Mirrors,6,2008/8/15,2008,426.4935762
35000000,69823199,21,6.5,2008/3/27,2008,2002.145363
35000000,85416905,Max Payne,5.2,2008/10/15,2008,1770.232332
35000000,32483410,Untraceable,5.9,2008/1/22,2008,817.7595786
35000000,43650785,Welcome Home Roscoe Jenkins,5.7,2008/2/8,2008,1450.749111
32000000,60740827,A History of Violence,6.9,2005/9/23,2005,3453.339751
32000000,97918663,Are We There Yet?,5.2,2005/1/20,2005,969.7307071
32000000,85167639,Transporter 2,6.2,2005/8/2,2005,397.8462835
26000000,65705772,Ever After: A Cinderella Story,6.8,1998/7/31,1998,1549.793718
31000000,27388767,Ella Enchanted,5.9,2004/4/9,2004,1299.143582
